Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-24,265.26428283413827,266.5708829036079,262.94800018260594,264.98712158203125,5877100,0.0,0.0
2025-07-25,265.29395372392383,268.352635547742,264.3040878828833,266.3827819824219,4015400,0.0,0.0
2025-07-28,266.76886155713385,267.6003452928342,263.88834814686294,267.5112609863281,4533700,0.0,0.0
2025-07-29,268.8475634714057,271.22323540408655,264.6010306339426,264.68023681640625,5137100,0.0,0.0
2025-07-30,264.1654945251112,265.05636774834477,260.66136095819684,262.1263732910156,3928200,0.0,0.0
2025-07-31,262.3144234518852,262.3540265401657,255.2467675049309,255.71200561523438,7340300,0.0,0.0
2025-08-01,252.40587353775996,253.39573928975128,247.59512537891607,248.19894409179688,7646900,0.0,0.0
2025-08-04,248.45632455985242,250.93098914710194,248.0999722551223,249.76295471191406,4403500,0.0,0.0
2025-08-05,250.44593605886988,250.7230972694894,244.5067413670467,244.9818878173828,6761000,0.0,0.0
2025-08-06,246.84282181740755,247.7238017470633,244.51664632430231,246.6448516845703,5834700,0.0,0.0
2025-08-07,248.14945415054635,250.4459348999314,234.56849447642423,238.43887329101562,10010200,0.0,0.0
2025-08-08,238.84472599608577,240.48790694374674,235.41979858910065,238.0726318359375,8812000,0.0,0.0
2025-08-11,236.49872830051427,239.41882930543866,229.2232239429046,230.32196044921875,10740100,0.0,0.0
2025-08-12,230.6387181062925,231.30192634156765,224.18478923312537,229.3123016357422,13178000,0.0,0.0
2025-08-13,230.64861925847822,234.94464820976248,227.28308165838024,234.6278839111328,10209200,0.0,0.0
2025-08-14,234.59820750907406,234.59820750907406,230.5100566967891,231.00498962402344,7544800,0.0,0.0
2025-08-15,233.75681337632417,242.0221992280226,232.2522281661348,239.9830780029297,12942800,0.0,0.0
2025-08-18,237.34012528626673,242.04198780043131,237.0629640727114,241.49755859375,8809200,0.0,0.0
2025-08-19,242.51712271837684,245.98165304292507,240.98282769667478,243.50698852539062,8642200,0.0,0.0
2025-08-20,243.21000853424292,245.06106773306004,241.9726763631243,243.95240783691406,8195100,0.0,0.0
2025-08-21,242.5567121490862,243.7940444152209,237.58759664327994,243.33871459960938,5646800,0.0,0.0
2025-08-22,243.2892003647077,247.00119688964423,241.6361263914343,245.7737579345703,6694300,0.0,0.0
2025-08-25,246.84284628503698,246.84284628503698,244.28899053707954,245.35804748535156,4957700,0.0,0.0
2025-08-26,244.19989179406713,246.3083107982748,240.38891749605114,241.2698974609375,8862300,0.0,0.0
2025-08-27,243.2595053605218,247.83268024139693,243.1209247612272,247.62481689453125,6506900,0.0,0.0
2025-08-28,249.9213031744403,253.05917582514468,247.75349474061056,251.95053100585938,8461200,0.0,0.0
2025-08-29,252.8117299410937,255.02904996826152,250.30737056980044,253.6531219482422,7363200,0.0,0.0
2025-09-02,252.23761373218514,252.40588910790572,246.22912099695907,250.29747009277344,9312500,0.0,0.0
2025-09-03,252.47516155357883,255.3853693418128,248.0108723564554,253.85108947753906,17417900,0.0,0.0
2025-09-04,237.6271881532397,242.73489944857198,232.2423156345161,241.5371551513672,30967500,0.0,0.0
2025-09-05,242.34883798235236,248.5849953464827,241.88359986269458,248.21873474121094,13029400,0.0,0.0
2025-09-08,248.25833606332733,250.37664818926865,244.79380589726378,249.71343994140625,12602200,0.0,0.0
2025-09-09,248.77306322358575,252.75231259455273,248.6641773888089,249.50555419921875,10901900,0.0,0.0
2025-09-10,250.18858200770103,251.4160210423854,239.28025661642187,240.11175537109375,11363600,0.0,0.0
2025-09-11,241.23029358133164,244.66512913192696,241.03232344122497,243.78414916992188,6944900,0.0,0.0
2025-09-12,243.60598324939477,245.08087364791123,238.8051280022985,240.29981994628906,8386400,0.0,0.0
2025-09-15,240.78483835291402,242.2300489617226,238.3992583232699,240.06224060058594,7244600,0.0,0.0
2025-09-16,240.06227219367605,240.22063925185307,234.83578166997546,236.88479614257812,8779800,0.0,0.0
2025-09-17,237.95171631377696,240.95623107101628,237.36668218240317,240.17288208007812,10124000,0.416,0.0
2025-09-18,242.10649322906005,245.21015804045297,240.90666329015073,242.22547912597656,9344400,0.0,0.0
2025-09-19,243.95083275253583,245.1209010026767,241.30329082321938,245.01182556152344,11813900,0.0,0.0
2025-09-22,243.2170678163182,248.37333011532152,241.11490294860224,247.58998107910156,7523800,0.0,0.0
2025-09-23,247.6395851614097,249.24595542632431,242.07676705720039,242.50314331054688,7669800,0.0,0.0
2025-09-24,243.60379428673593,246.74713123301632,240.9661625460427,243.8219451904297,6707100,0.0,0.0
2025-09-25,242.44362277917173,242.6022807239559,237.47576503544553,238.92347717285156,8145500,0.0,0.0
2025-09-26,238.66568379543386,242.47338391782566,238.32854699021752,241.38262939453125,4974600,0.0,0.0
2025-09-29,242.6617958656146,243.7525504227033,240.8273491460897,243.03860473632812,6373500,0.0,0.0
2025-09-30,242.98901244868298,243.14767040159035,233.82671992942878,235.0067138671875,10801100,0.0,0.0
2025-10-01,234.5010077854061,240.4307087963897,231.54606016278564,233.70773315429688,10016600,0.0,0.0
2025-10-02,233.44989963947984,237.38651101175338,231.63530423988124,236.8708953857422,7679200,0.0,0.0
2025-10-03,236.74199548406884,240.76784647331252,236.49409810659859,238.3384552001953,8849800,0.0,0.0
2025-10-06,237.31711101576448,248.36341716895194,233.43008208698905,243.71286010742188,13922600,0.0,0.0
2025-10-07,244.4069666278678,245.27957019713946,235.55207998502078,237.72366333007812,8387400,0.0,0.0
2025-10-08,237.72366813905512,239.29038133809797,233.66805565379684,238.40785217285156,7120200,0.0,0.0
2025-10-09,237.25761755059034,243.8913535488906,235.15543757815232,243.2666473388672,7929100,0.0,0.0
2025-10-10,244.44665902598686,246.95537936600203,238.69543663522404,239.64735412597656,7988300,0.0,0.0
2025-10-13,240.84716774323795,247.25284242950303,240.33153697807134,246.6578826904297,8276500,0.0,0.0
2025-10-14,246.02327074369154,246.19183914255285,237.53526706894007,237.75341796875,9123900,0.0,0.0
2025-10-15,238.84413714548472,239.29036448584324,233.91593655083065,234.59022521972656,8389200,0.0,0.0
2025-10-16,251.06054588249407,254.58067647447976,240.62902019086874,243.93101501464844,24869700,0.0,0.0
2025-10-17,244.4962363844956,248.67081981071098,240.12332294896245,241.03558349609375,10851200,0.0,0.0
2025-10-20,242.93943818516183,253.25196338655377,242.24532853072392,252.14138793945312,9963900,0.0,0.0
2025-10-21,252.3595144668565,264.88329403440304,251.86371974295304,261.194580078125,13354700,0.0,0.0
2025-10-22,259.99477191400933,260.19307165205544,254.3526253920043,254.48153686523438,9370000,0.0,0.0
2025-10-23,255.4334634999039,256.3853809552256,251.98272111561099,252.9049072265625,6110100,0.0,0.0
2025-10-24,255.254980605377,256.32588394302724,251.86373122448322,252.68675231933594,5490800,0.0,0.0
2025-10-27,254.9178098920577,255.92925052740364,252.7759881170209,253.3213653564453,4942400,0.0,0.0
2025-10-28,253.3213661855435,256.663017898251,252.0025503587843,252.1215362548828,6435600,0.0,0.0
2025-10-29,249.8805444255208,251.4373471434884,246.945432960583,249.3450927734375,7904200,0.0,0.0
2025-10-30,248.39318532297682,257.0993404683716,247.89739054189303,254.491455078125,7767800,0.0,0.0
2025-10-31,252.65700057036403,259.61796290249885,250.50525323110855,258.2198181152344,6878300,0.0,0.0
2025-11-03,257.81327198210937,259.3601491931292,252.9544894469363,259.1419982910156,7054300,0.0,0.0
2025-11-04,255.97883760460167,257.07951774646995,251.32829530062534,252.300048828125,6792200,0.0,0.0
2025-11-05,252.55783983349846,254.66991515645358,249.89046168709646,250.55482482910156,5241200,0.0,0.0
2025-11-06,248.4328164468309,248.4328164468309,232.50789215319116,237.2576141357422,11041800,0.0,0.0
2025-11-07,234.1638481621394,238.94331668799296,233.80687534638912,237.86248779296875,5741500,0.0,0.0
2025-11-10,237.98148403350936,239.87542364191864,233.10286542647705,239.67710876464844,6486600,0.0,0.0
2025-11-11,239.86549526737556,243.63353841341004,239.1317287169831,242.44363403320312,5762800,0.0,0.0
2025-11-12,243.67320759267125,246.3405706207466,241.63052052637,243.9508514404297,4278200,0.0,0.0
2025-11-13,243.18732074428723,243.83184785615745,237.89223653553728,238.40785217285156,5542100,0.0,0.0
2025-11-14,236.30569260862964,243.11790766891366,235.4231785540507,241.61070251464844,5512900,0.0,0.0
2025-11-17,240.03407269960363,240.78767525748196,233.60856197491793,235.0364532470703,5280900,0.0,0.0
2025-11-18,234.2531087461558,235.79006036560548,228.33331822528856,231.53614807128906,8045100,0.0,0.0
2025-11-19,230.0487531290293,230.3263969654728,223.16711990334858,225.96340942382812,9710700,0.0,0.0
2025-11-20,227.3218743517198,229.12657435728258,221.42192033356744,223.47450256347656,7521100,0.0,0.0
2025-11-21,222.96881377968526,226.75667777134558,220.09321030502406,225.19989013671875,7479300,0.0,0.0
2025-11-24,225.4279386105234,226.91532276361016,223.14727988303287,224.91232299804688,8563300,0.0,0.0
2025-11-25,224.89249754225983,232.656645001925,224.614853697738,232.1509246826172,10233000,0.0,0.0
